Date,Open,High,Low,Close,Volume,Symbol,Asset_Type
2024-01-16,42499.3359375,43566.2734375,42085.99609375,43154.9453125,24062872740,BTC-USD,crypto
2024-01-16,2510.627197265625,2613.56689453125,2500.00390625,2587.691162109375,11063317095,ETH-USD,crypto
2024-01-16,1.094570875167847,1.094666838645935,1.086708426475525,1.094570875167847,0,EURUSD=X,forex
2024-01-16,145.79400634765625,147.16400146484375,145.59100341796875,145.79400634765625,0,USDJPY=X,forex
2024-01-17,43132.1015625,43189.890625,42189.30859375,42742.65234375,20851232595,BTC-USD,crypto
2024-01-17,2587.044677734375,2592.737060546875,2508.432861328125,2528.369384765625,10441017520,ETH-USD,crypto
2024-01-17,1.087878942489624,1.0884946584701538,1.0845398902893066,1.087878942489624,0,EURUSD=X,forex
2024-01-17,147.24600219726562,148.5019989013672,147.1269989013672,147.24600219726562,0,USDJPY=X,forex
2024-01-18,42742.3125,42876.34765625,40631.171875,41262.05859375,25218357242,BTC-USD,crypto
2024-01-18,2528.59326171875,2546.263916015625,2426.135498046875,2467.018798828125,11900028080,ETH-USD,crypto
2024-01-18,1.0885775089263916,1.0907504558563232,1.084869384765625,1.0885775089263916,0,EURUSD=X,forex
2024-01-18,148.1179962158203,148.29800415039062,147.66700744628906,148.1179962158203,0,USDJPY=X,forex
2024-01-19,41278.4609375,42134.16015625,40297.45703125,41618.40625,25752407154,BTC-USD,crypto
2024-01-19,2468.68896484375,2501.30517578125,2414.7109375,2489.49853515625,11405278376,ETH-USD,crypto
2024-01-19,1.0879143476486206,1.0892653465270996,1.0868265628814695,1.0879143476486206,0,EURUSD=X,forex
2024-01-19,148.1280059814453,148.781005859375,147.85000610351562,148.1280059814453,0,USDJPY=X,forex
2024-01-20,41624.58984375,41877.89453125,41446.82421875,41665.5859375,11586690904,BTC-USD,crypto
2024-01-20,2489.84765625,2489.84765625,2456.095703125,2469.589111328125,5297826161,ETH-USD,crypto
2024-01-21,41671.48828125,41855.3671875,41497.0078125,41545.78515625,9344043642,BTC-USD,crypto
2024-01-21,2469.798583984375,2479.760498046875,2452.377685546875,2453.9130859375,4578471955,ETH-USD,crypto
2024-01-22,41553.65234375,41651.20703125,39450.1171875,39507.3671875,31338708143,BTC-USD,crypto
2024-01-22,2454.9873046875,2463.447265625,2303.502685546875,2310.826416015625,13923771728,ETH-USD,crypto
2024-01-22,1.089229702949524,1.0909883975982666,1.0880327224731443,1.089229702949524,0,EURUSD=X,forex
2024-01-22,148.12100219726562,148.2760009765625,147.64100646972656,148.12100219726562,0,USDJPY=X,forex
2024-01-23,39518.71484375,40127.3515625,38521.89453125,39845.55078125,29244553045,BTC-USD,crypto
2024-01-23,2310.95166015625,2348.03125,2167.282470703125,2240.68603515625,16182147521,ETH-USD,crypto
2024-01-23,1.088020920753479,1.0918222665786743,1.0824267864227295,1.088020920753479,0,EURUSD=X,forex
2024-01-23,148.14199829101562,148.5800018310547,147.04299926757812,148.14199829101562,0,USDJPY=X,forex
2024-01-24,39877.59375,40483.78515625,39508.796875,40077.07421875,22359526178,BTC-USD,crypto
2024-01-24,2241.749755859375,2261.384521484375,2197.65673828125,2233.561767578125,10134722960,ETH-USD,crypto
2024-01-24,1.0857881307601929,1.093147039413452,1.0851871967315674,1.0857881307601929,0,EURUSD=X,forex
2024-01-24,148.25100708007812,148.23800659179688,146.67599487304688,148.25100708007812,0,USDJPY=X,forex
2024-01-25,40075.55078125,40254.48046875,39545.6640625,39933.80859375,18491782013,BTC-USD,crypto
2024-01-25,2233.969970703125,2240.380859375,2173.6865234375,2217.710205078125,9302247037,ETH-USD,crypto
2024-01-25,1.088174819946289,1.0900371074676514,1.0826143026351929,1.088174819946289,0,EURUSD=X,forex
2024-01-25,147.59100341796875,147.85800170898438,147.10899353027344,147.59100341796875,0,USDJPY=X,forex
2024-01-26,39936.81640625,42209.38671875,39825.69140625,41816.87109375,25598119893,BTC-USD,crypto
2024-01-26,2217.44189453125,2280.3837890625,2196.14013671875,2267.19970703125,9975117607,ETH-USD,crypto
2024-01-26,1.0847046375274658,1.0883287191390991,1.0813382863998413,1.0847046375274658,0,EURUSD=X,forex
2024-01-26,147.72300720214844,148.13900756835938,147.50900268554688,147.72300720214844,0,USDJPY=X,forex
2024-01-27,41815.625,42195.6328125,41431.28125,42120.0546875,11422941934,BTC-USD,crypto
2024-01-27,2267.3193359375,2282.54443359375,2252.38525390625,2267.885986328125,5144367230,ETH-USD,crypto
2024-01-28,42126.125,42797.17578125,41696.91015625,42035.59375,16858971687,BTC-USD,crypto
2024-01-28,2268.19287109375,2306.898681640625,2242.683837890625,2257.208740234375,7296214994,ETH-USD,crypto
2024-01-29,42030.9140625,43305.8671875,41818.33203125,43288.24609375,20668476578,BTC-USD,crypto
2024-01-29,2256.995361328125,2320.02734375,2237.711669921875,2317.064208984375,8948195551,ETH-USD,crypto
2024-01-29,1.0843517780303955,1.084975242614746,1.079715371131897,1.0843517780303955,0,EURUSD=X,forex
2024-01-29,148.13999938964844,148.32200622558594,147.6060028076172,148.13999938964844,0,USDJPY=X,forex
2024-01-30,43300.2265625,43838.9453125,42711.37109375,42952.609375,23842814518,BTC-USD,crypto
2024-01-30,2317.435791015625,2388.87060546875,2298.281982421875,2344.49365234375,10173440062,ETH-USD,crypto
2024-01-30,1.0834470987319946,1.085564136505127,1.0812681913375854,1.0834470987319946,0,EURUSD=X,forex
2024-01-30,147.46800231933594,147.90199279785156,147.11000061035156,147.46800231933594,0,USDJPY=X,forex
2024-01-31,42946.25,43717.40625,42298.9453125,42582.60546875,24673628793,BTC-USD,crypto
2024-01-31,2343.558837890625,2349.611328125,2264.443603515625,2282.54443359375,10807883277,ETH-USD,crypto
2024-01-31,1.08433997631073,1.088565707206726,1.0807656049728394,1.08433997631073,0,EURUSD=X,forex
2024-01-31,147.36900329589844,147.88999938964844,146.08200073242188,147.36900329589844,0,USDJPY=X,forex
2024-02-01,42569.76171875,43243.16796875,41879.19140625,43075.7734375,21423953779,BTC-USD,crypto
2024-02-01,2282.17529296875,2309.842529296875,2243.57177734375,2303.82470703125,8895583113,ETH-USD,crypto
2024-02-01,1.0803920030593872,1.086555004119873,1.078027606010437,1.0803920030593872,0,EURUSD=X,forex
